# Residuals   
# Time        	Ux            	Uy            	Uz            	p             
474           	6.795758e-05	2.508271e-04	2.521753e-04	2.915181e-03
475           	5.138531e-05	1.814059e-04	1.812548e-04	2.911495e-03
476           	5.896979e-05	2.262833e-04	2.291613e-04	2.679359e-03
477           	5.438259e-05	1.934605e-04	1.956189e-04	2.898366e-03
478           	6.699428e-05	2.476175e-04	2.475035e-04	2.895210e-03
479           	5.131149e-05	1.875371e-04	1.872901e-04	2.757949e-03
480           	6.202182e-05	2.360284e-04	2.381299e-04	2.742893e-03
481           	5.785185e-05	1.983810e-04	1.994850e-04	3.074764e-03
482           	6.644631e-05	2.436991e-04	2.455028e-04	2.790092e-03
483           	5.045539e-05	1.775525e-04	1.787287e-04	2.895475e-03
484           	6.309205e-05	2.336219e-04	2.376015e-04	2.874885e-03
485           	5.519221e-05	1.922567e-04	1.920496e-04	2.921443e-03
486           	6.208559e-05	2.355807e-04	2.356392e-04	2.775094e-03
487           	4.814807e-05	1.727073e-04	1.720373e-04	2.824557e-03
488           	5.655767e-05	2.205411e-04	2.216205e-04	2.618384e-03
489           	5.473900e-05	1.937947e-04	1.943344e-04	2.903941e-03
490           	6.626059e-05	2.459420e-04	2.454924e-04	2.850665e-03
491           	5.189746e-05	1.862218e-04	1.855407e-04	2.928907e-03
492           	6.302149e-05	2.380357e-04	2.393928e-04	2.822957e-03
493           	5.612037e-05	1.956401e-04	1.948362e-04	3.022645e-03
494           	6.428401e-05	2.423570e-04	2.426227e-04	2.742833e-03
495           	4.768449e-05	1.725274e-04	1.735101e-04	2.691123e-03
496           	5.985705e-05	2.268500e-04	2.293220e-04	2.757859e-03
497           	5.808410e-05	2.016141e-04	2.014065e-04	3.143669e-03
498           	6.968554e-05	2.493922e-04	2.510704e-04	2.968490e-03
499           	4.996119e-05	1.737986e-04	1.742269e-04	2.695111e-03
500           	5.366494e-05	2.114062e-04	2.106361e-04	2.499361e-03
