# Residuals   
# Time        	Ux            	Uy            	Uz            	p             
444           	7.884680e-06	1.121762e-05	1.118812e-05	7.351254e-04
445           	8.663570e-06	1.323464e-05	1.320935e-05	7.721269e-04
446           	9.603603e-06	1.101260e-05	1.100382e-05	8.335528e-04
447           	9.883839e-06	1.274583e-05	1.269176e-05	8.130497e-04
448           	1.019272e-05	1.166568e-05	1.166791e-05	8.075721e-04
449           	6.903567e-06	1.382333e-05	1.376649e-05	6.431640e-04
450           	7.665014e-06	1.111023e-05	1.106365e-05	7.273362e-04
451           	8.481275e-06	1.274887e-05	1.272390e-05	7.637734e-04
452           	9.410412e-06	1.083773e-05	1.081772e-05	8.349823e-04
453           	9.720476e-06	1.266512e-05	1.260780e-05	8.090092e-04
454           	1.000485e-05	1.164179e-05	1.163695e-05	7.592670e-04
455           	6.553734e-06	1.428261e-05	1.420553e-05	6.699785e-04
456           	8.402607e-06	1.211038e-05	1.207595e-05	7.845506e-04
457           	9.211085e-06	1.379232e-05	1.376018e-05	8.098939e-04
458           	9.813659e-06	1.159820e-05	1.157672e-05	8.583777e-04
459           	1.000659e-05	1.307142e-05	1.303060e-05	8.281977e-04
460           	6.422429e-06	1.167133e-05	1.165347e-05	6.696027e-04
461           	7.947311e-06	1.278241e-05	1.271308e-05	7.432045e-04
462           	8.452696e-06	1.174669e-05	1.173366e-05	7.655582e-04
463           	9.329321e-06	1.283802e-05	1.281693e-05	8.395429e-04
464           	9.634697e-06	1.136494e-05	1.134908e-05	8.272592e-04
465           	9.811625e-06	1.299677e-05	1.296289e-05	8.622052e-04
466           	9.976956e-06	1.236351e-05	1.236064e-05	8.713999e-04
467           	1.004949e-05	1.449489e-05	1.446686e-05	7.950602e-04
468           	6.267814e-06	1.241883e-05	1.238029e-05	6.424839e-04
469           	7.793499e-06	1.231691e-05	1.222642e-05	7.670019e-04
470           	8.333657e-06	1.091107e-05	1.089125e-05	7.682245e-04
471           	9.213468e-06	1.235637e-05	1.233980e-05	8.435315e-04
472           	9.482740e-06	1.124379e-05	1.121062e-05	8.239167e-04
473           	9.633334e-06	1.338927e-05	1.334642e-05	8.630123e-04
474           	9.796113e-06	1.266240e-05	1.265430e-05	8.735058e-04
475           	9.868476e-06	1.454889e-05	1.450344e-05	8.744024e-04
476           	1.000493e-05	1.286604e-05	1.286832e-05	7.889354e-04
477           	6.134713e-06	1.356968e-05	1.354201e-05	7.163199e-04
478           	8.071180e-06	1.104853e-05	1.105030e-05	7.800830e-04
479           	8.886020e-06	1.353034e-05	1.351830e-05	8.159033e-04
480           	9.471939e-06	1.154859e-05	1.154513e-05	8.526582e-04
481           	9.589969e-06	1.343399e-05	1.341246e-05	8.410476e-04
482           	9.730085e-06	1.215449e-05	1.214402e-05	8.923972e-04
483           	9.792776e-06	1.415974e-05	1.412548e-05	8.653043e-04
484           	9.872881e-06	1.275970e-05	1.276297e-05	8.952136e-04
485           	9.912257e-06	1.428958e-05	1.427021e-05	8.781460e-04
486           	9.956718e-06	1.256590e-05	1.257432e-05	8.874629e-04
487           	9.954543e-06	1.406147e-05	1.404539e-05	8.785091e-04
488           	9.967402e-06	1.252250e-05	1.252490e-05	8.830420e-04
489           	9.942130e-06	1.432440e-05	1.431326e-05	8.798325e-04
490           	9.948948e-06	1.268320e-05	1.268844e-05	8.825621e-04
491           	9.907423e-06	1.432280e-05	1.431086e-05	8.763179e-04
492           	9.914511e-06	1.265881e-05	1.266527e-05	8.797539e-04
493           	9.874727e-06	1.429224e-05	1.428100e-05	8.738946e-04
494           	9.883477e-06	1.261415e-05	1.262162e-05	8.783949e-04
495           	9.842955e-06	1.422954e-05	1.421810e-05	8.725018e-04
496           	9.853352e-06	1.256698e-05	1.257494e-05	8.791233e-04
497           	9.813816e-06	1.416560e-05	1.415504e-05	8.727989e-04
498           	9.828393e-06	1.251595e-05	1.252014e-05	8.765947e-04
499           	9.785290e-06	1.418870e-05	1.417468e-05	8.737062e-04
500           	9.793262e-06	1.251449e-05	1.251510e-05	8.784844e-04
